text,source,label
"       (ii) For all Taxes paid by Co-Host, Co-Host shall provide to NAI                within forty-five (45) days after the end of any quarter, a                certificate of tax payment documenting the payment and amount of                the Taxes paid during the preceding quarter.",BEYONDCOMCORP_08_03_2000-EX-10.2-CO-HOSTING AGREEMENT.pdf,not_important
Tigrent Learning UK Limited “Company” Celebrity Speakers CSA Robbie Fowler “Talent”,LegacyEducationAllianceInc_20141110_8-K_EX-10.9_8828866_EX-10.9_Endorsement Agreement.pdf,important
The term of this Agreement shall commence on the Effective Date and shall end on the 60th day following a written notice from one party to the other of its decision to terminate this Agreement at the end of such 60-day period or upon termination of the applicable Distribution Agreement with respect to a Fund.,CcRealEstateIncomeFundadv_20181205_POS 8C_EX-99.(H)(3)_11447739_EX-99.(H)(3)_Marketing Agreement.pdf,important
FRANCHISE DEVELOPMENT AGREEMENT (Non-exclusive/Exclusive),ElPolloLocoHoldingsInc_20200306_10-K_EX-10.16_12041700_EX-10.16_Development Agreement.pdf,important
"21.10 Cumulative Rights. The rights and remedies of each of the Parties under or pursuant to this Agreement are cumulative, may be exercised as often as such Party considers appropriate and are in addition to its rights and remedies under general law.   21.11 Counterparts. This Agreement may be executed in any number of counterparts and by the Parties on separate counterparts, each of which  is an original but all of which together constitute one and the same instrument.   21.12 Reserved.   21.13 Governing Law. This Agreement and the relationship between the Parties shall be governed by, and interpreted in accordance with New  York law without regard to provisions related to conflicts of laws, and, except as provided in Section 21.2 above, the Parties agree to submit  any dispute to the exclusive jurisdiction of the federal and state courts sitting in New York.   21.14 Successors and Assigns. Subject to Section 20.1, this Agreement shall be binding upon and shall inure to the benefit of the Parties hereto  and their respective successors and assigns permitted under this Agreement.   21.15 Systems. Immediately upon the Effective Date, or as soon thereafter as practicable, the Parties shall implement a mutually acceptable operation plan to transfer the processing of chargebacks, federal releases, state releases and customer services from PPI to EKR.","PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT .pdf",not_important
"   WITNESSETH:   WHEREAS, Beijing SINA and SINA Leju entered into that certain Domain Name License Agreement dated May 8, 2008 (the ""Original Agreement""); and   WHEREAS, Beijing SINA and SINA Leju desire to mutually terminate the Original Agreement effective as of the date of this Termination Agreement",LejuHoldingsLtd_20140121_DRS (on F-1)_EX-10.26_8473102_EX-10.26_Content License Agreement2.pdf,not_important
"EXCEPT FOR AMOUNTS PAYABLE TO THIRD PARTIES IN CONNECTION WITH CLAIMS SUBJECT TO THE INDEMNIFICATION PROVISIONS OF SECTION 9.1 OR A BREACH OF EITHER PARTY’S OBLIGATIONS UNDER SECTION 5 (CONFIDENTIALITY), NEITHER PARTY WILL, UNDER ANY CIRCUMSTANCES, BE LIABLE TO THE OTHER PARTY FOR ANY LOST PROFITS OR ANY OTHER SPECIAL, INDIRECT OR CONSEQUENTIAL DAMAGES ARISING OUT OF OR RELATING TO THIS AGREEMENT EVEN IF THE PARTY HAS BEEN NOTIFIED OF THE POSSIBILITY OF SUCH DAMAGES.",LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.pdf,important
""" Gelclair,  which is marketed to acute care facilities and cancer centers, is indicated for the management of pain associated with oral lesions of various  etiologies, including chemotherapy and radiation induced oral mucositis/stomatitis","PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT .pdf",not_important
"SIGA TECHNOLOGIES, INC. (""SIGA""); MERIDIAN MEDICAL TECHNOLOGIES, INC. (""MMT"")(""Party"" and collectively as the ""Parties"")",SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement.pdf,important
"In the event that Licensor grants to another VOD or Pay-Per-View (‚ÄúPPV‚Äù) service provider in the U.S. or the Territory the right to distribute or exhibit any Licensed Program on an earlier availability date, then Licensor shall also grant to Rogers the right to distribute and exhibit such Licensed Program on such earlier availability date, on the terms provided herein. If Licensor enters, or has entered, into an agreement or series of agreements (including side letters, understandings or arrangements, whether oral or written, whether formal or informal, whether now or hereafter effective, or whether on a long-term basis or short-term basis) with a third party for the distribution and exhibition of Licensed Programs in the U.S. or the Territory on a VOD basis, or any other basis that permits the downloading of such Licensed Programs and the subsequent viewing of such Licensed Programs by a residential subscriber, on terms (including, without limitation, license fees, copyright royalty payments, encoding fees and obligations, and marketing support) that are more favourable than those contained in this Agreement, then Rogers has the right to incorporate, or substitute, as the case may be, such term or terms into this Agreement, effective as of the date on which such term or terms were accorded to the third party and for the balance of the period such term or terms are applicable to such third party. Licensor shall provide to Rogers, no later than February 28 in each year, a sworn statement of a senior officer of Licensor, or a certificate of the auditors of Licensor, confirming that, during the immediately preceding calendar year, Licensor did not enter into such an agreement or series of agreements or, if it did enter into such agreement(s), confirming the effective date thereof and identifying the terms contained therein that are more favourable than those contained in this Agreement.",EuromediaHoldingsCorp_20070215_10SB12G_EX-10.B(01)_525118_EX-10.B(01)_Content License Agreement.pdf,important
 Sponsor will determine the prices to be charged for products and other merchandise sold on the Sponsor Website in accordance with its own pricing policies,DRKOOPCOMINC_04_21_1999-EX-10.28-SPONSORSHIP AGREEMENT.pdf,not_important
" Johnson, Town Clerk     Printed Name and Title

3

Source: RGC RESOURCES INC, 8-K, 12/16/2015",RgcResourcesInc_20151216_8-K_EX-10.3_9372751_EX-10.3_Franchise Agreement.pdf,not_important
"8 to reject Non-Complying Product or Product that is not otherwise Delivered in accordance with the terms of and conditions of this Agreement, Manufacturer shall invoice Customer for Product upon Delivery of the applicable Product in accordance with Section 2",UpjohnInc_20200121_10-12G_EX-2.6_11948692_EX-2.6_Manufacturing Agreement_ Supply Agreement.pdf,not_important
"Subject to the terms and conditions of this Agreement, Licensor hereby grants to Licensee, and Licensee hereby accepts from Licensor, an  exclusive, non-transferable (except as set forth in Section 10.7) and non-sublicensable (except as provided in Section 2.1(c)) license to use the  Licensed Domain Names in connection with the Business during the Term. Subject to the terms and conditions of this Agreement, Licensor hereby grants to Licensee, and Licensee hereby accepts from Licensor, an  exclusive, non-transferable (except as set forth in Section 10.7) and non-sublicensable (except as provided in Section 2.1(c)) license to use the  Licensed Content in connection with websites associated with the Licensed Domain Names until the earlier of (i) termination or expiration of this  Agreement, or (ii) termination or expiration of the Agency Agreement, provided, however, that in the event the Agency Agreement is amended or  restated, such amendment or restatement shall not be deemed a termination or expiration of the Agency Agreement.",ChinaRealEstateInformationCorp_20090929_F-1_EX-10.32_4771615_EX-10.32_Content License Agreement.pdf,important
          10.4   Microsoft may suspend performance and/or terminate this Agreement immediately upon written notice at any time if:,INKTOMICORP_06_08_1998-EX-10.14-SOFTWARE HOSTING AGREEMENT.pdf,not_important
perpetual,SouthernStarEnergyInc_20051202_SB-2A_EX-9_801890_EX-9_Affiliate Agreement.pdf,important
 Payment by Roche shall be made within […***…] after achieving the First ctDNA Milestone Date and the receipt by Roche of an invoice from FMI,"FOUNDATIONMEDICINE,INC_02_02_2015-EX-10.2-Collaboration Agreement.pdf",not_important
"Any assignment or agreement or other transaction by Company that fails to be in complete compliance with this Article 3.07 or any other provision of this IP Agreement shall be null and void. Investor will not assign to any Third Party any rights under this IP Agreement not specifically transferable by its terms without the prior written consent of Company, such consent not to be unreasonably withheld.",RareElementResourcesLtd_20171019_SC 13D_EX-99.4_10897534_EX-99.4_Intellectual Property Agreement.pdf,important
"COMPANY will pay JHU a fee equal one percent (1%) of the Aggregate Consideration received by the COMPANY, or the total amount received by stockholders of COMPANY, upon the occurrence of a Liquidity Event.",VirtuosoSurgicalInc_20191227_1-A_EX1A-6 MAT CTRCT_11933379_EX1A-6 MAT CTRCT_License Agreement.pdf,important
"September ___, 2019",HertzGroupRealtyTrustInc_20190920_S-11A_EX-10.8_11816941_EX-10.8_Trademark License Agreement.pdf,important
"Section 12.06. Governing Law. This Agreement shall be governed by and be                --------- ----                                            construed in accordance with the laws of the Province of Ontario, Canada.",ENTRUSTINC_07_24_1998-EX-10.5-STRATEGIC ALLIANCE AGREEMENT.pdf,not_important
"NOW THEREFORE, in consideration of the premises and the covenants, conditions, and agreements contained herein, and for other good and valuable consideration, the receipt and sufficiency of which are hereby acknowledged, the Parties hereto hereby agree as follows:",TRANSMONTAIGNEPARTNERSLLC_03_13_2020-EX-10.9-SERVICES AGREEMENT.pdf,not_important
"   Attn: Chief Executive Officer   225 Gateway Boulevard   San Francisco, California 94080   Fax: 1-650-866-7202

with a copy to:   FibroGen, Inc",FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.pdf,not_important
"Publishers grant to HealthGate a perpetual, royalty-free licence to             use the Specification.",HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT AGREEMENT (1).pdf,important
"YEC and ARGO agree to pursue further opportunities for collaboration in the areas of research and development, manufacturing, marketing and sales, for the purposes stated in this Agreement. As a platform to discuss such opportunities, YEC and ARGO agree to form a Joint Steering Committee (hereafter ""JSC""), which will meet at least four (4) times per year, once in every quarter, for the following purposes:",REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.pdf,not_important
" Skype shall provide the Company-Skype Branded Application to the Company, and the Company will, and Online BVI will cause the Company to, make the Company-Skype Branded Application available for download by Customers through the Online BVI Web Site and/or the Company-Skype Branded Web Site and any other Web Site mutually agreed by the Parties, and once the technology is made available by Skype for it to do so, through mobile phones and other distribution channels",TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement.pdf,not_important
"* For Product sold and/or sourced from the US that is shipped overseas to a non-US location, title and risk of loss of Product shall transfer from ExxonMobil Chemical Company or any other ExxonMobil Seller to Buyer at the first point upon which the delivering marine vessel crosses the outer boundary of the United States Exclusive Economic Zone (EEZ). The EEZ extends 200 nautical miles beyond the coastal baseline defined in the United Nations Convention on the Law of the Sea.",WestPharmaceuticalServicesInc_20200116_8-K_EX-10.1_11947529_EX-10.1_Supply Agreement.pdf,not_important
"World Book, Inc. (""World Book""); HSW International, Inc. (""HSWI"")",RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement.pdf,important
"rules, excluding only such claims as Franchisee may have under the Minnesota Franchises Law and the Rules and Regulations promulgated thereunder by the Minnesota Commissioner of Commerce.","GOOSEHEADINSURANCE,INC_04_02_2018-EX-10.6-Franchise Agreement.pdf",not_important
By: /s/ Thomas A. West Name: Thomas A. West Its: CEO 11,"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT.pdf",not_important
1998-03-20 00:00:00,HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT AGREEMENT (1).pdf,important
" This Agreement does not modify, abrogate, terminate or supersede any other prior written agreements between the Parties except as specifically noted herein, and such agreements will continue to be applicable in accordance with their terms",FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement.pdf,not_important
"(ii) an offer to sell to the Company and/or a designee of the Company all of the ROFR Shares at the ROFR Sale Price. (c) If the Company wishes to purchase (and/or cause a designee to purchase) all of the ROFR Shares at the ROFR Sale Price, the Company shall deliver a notice (a ""ROFR Purchase Notice"") to the Farids Group within three (3) business day after receipt of the ROFR Sale Notice. The closing of the purchase of such ROFR Shares by the Company and/or any such designee shall take place no later than the later of (i) the purchase date set forth in the ROFR Sale Documentation and (ii) five (5) business days after delivery of the ROFR Purchase Notice, with payment for such ROFR Shares being made concurrently with such purchase to the Farids Group's account designated in the ROFR Sale Notice. If the Company does not timely deliver a ROFR Purchase Notice it shall be deemed to have waived all of its rights with respect to the offer contained in the ROFR Sale Notice. (d) In the event that Company does not timely delivery a ROFR Purchase Notice, the Farids Group may sell the ROFR Shares to the proposed transferee identified in the ROFR Sale Notice at the ROFR Sale Price and on the other terms and conditions set forth in the ROFR Sale Documentation no later than three (3) business days following the date the Farids Group proposed to effect such Transfer in the ROFR Sale Notice (the ""ROFR Transfer Period""). (e) If by the expiration of the ROFR Transfer Period, the Farids Group has not completed the Transfer of the ROFR Shares, in order for the Farids Group to Transfer such ROFR Shares (or any other Shares) it shall be necessary for a new ROFO Sale Notice or ROFR Sale Notice to be delivered, and the terms and provisions of this Article VII to be again complied with. The Farids Group shall not deliver more than one ROFR Sale Notice or ROFO Sale Notice in any thirty (30) day period. ARTICLE VIII MISCELLANEOUS Section 8.1 Notices. All notices and other communications hereunder shall be in writing and shall be deemed given if delivered personally, telecopied (upon telephonic confirmation of receipt), on the first business day following the date of dispatch if delivered by a recognized next day courier service, or on the third business day following the date of mailing if delivered by registered or certified mail, return receipt requested, postage prepaid. All notices hereunder shall be delivered as set forth below, or pursuant to such other instructions as may be designated in writing by the party to receive such notice: (a) if to the Company to: Rocky Mountain Chocolate Factory, Inc. 265 Turner Drive Durango, Colorado 81303 Attention: Chief Executive Officer and Chief Financial Officer 29","ROCKYMOUNTAINCHOCOLATEFACTORY,INC_12_23_2019-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.pdf",not_important
" By: /s/Jared Freedberg Name: Jared Freedberg Title: General Counsel





Schedule 1",IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT.pdf,not_important
"          1.8  ""Product"" shall mean that certain customized search engine software developed by Inktomi for Microsoft pursuant to the Software Development Agreement, as more specifically described in said Software Development Agreement.",INKTOMICORP_06_08_1998-EX-10.14-SOFTWARE HOSTING AGREEMENT.pdf,not_important
"From time to time, PaperExchange shall provide to VerticalNet, at PaperExchange's sole cost and expense, relevant content provided to it by third parties consisting of (a) job listings for inclusion, at VerticalNet's reasonable business discretion and at VerticalNet's then current listing rate, in the Co-Branded Career Center or on any other VerticalNet Site except a Site co-branded with a PaperExchange Competitor (the ""PaperExchange Career Content"") and (b) equipment listings for inclusion, at VerticalNet's reasonable business discretion and at VerticalNet's then current listing rate, in the Co-Branded Equipment Listings or on any other VerticalNet Site except a Site co-branded with a PaperExchange Competitor (the ""PaperExchange Equipment Content"", and together with the PaperExchange Career Content, the ""PaperExchange Content""). VerticalNet and PaperExchange shall be responsible for the sale of all advertising on the Co-Branded Sites; provided, however, that neither party shall sell advertising on the Co-Branded Sites to a competitor (as defined in 1.16 and 1.25) and provided that each party shall submit any proposed advertising for the Co-Branded Sites to the other party for its prior written approval, such approval not to be unreasonably withheld, delayed or conditioned. During the Term, VerticalNet will not disclose, transfer or otherwise provide the VerticalNet Content and/or the VerticalNet Archived Content to any PaperExchange Competitor. During the Term, VerticalNet shall not (a) act as an advertising agent or representative for any PaperExchange Competitor and (b) place any advertisements on Pulp and Paper Online from any PaperExchange Competitor. During the Term, PaperExchange shall not place any advertisements on the PaperExchange Site from any Pulp and Paper Online Competitor. During the Term and for a period of four years after the termination of this Agreement, VerticalNet shall not, directly or indirectly, by itself, through its Affiliates or through any type of joint venture or similar affiliation with a third party, without prior written approval from PaperExchange, buy, sell or trade (a) paper pulp products through exchanges, auctions, or reverse auctions or any other e-commerce medium, (b) paper (other than finished paper-based products, including, but not limited to, books, stamps and labels) and copy paper (i) through exchanges, auctions or reverse auctions or (ii) in quantities greater than one ton through any e-commerce medium, (c) raw materials used to make paper packaging, including, but not limited to, linerboard, medium, other containerboard grades and corrugated sheet through exchanges, auctions, reverse auctions or any other e-commerce medium, or (d) paper rolls and reels weighing more than 50 pounds used by printers through exchanges, auctions, reverse auctions or any other e-commerce medium; provided, however, that this Section 5.8.1  [Non-Competition] shall not apply to advertisements, Storefronts or similar features on VerticalNet's Sites. During the Term, VerticalNet will not, directly or indirectly, design, host, operate, maintain or otherwise participate in a co-branded career center or a co-branded equipment listing Site with a PaperExchange Competitor or license a VerticalNet Link for use or display on any PaperExchange Competitor's Site. During the Term, PaperExchange will not, directly or indirectly, design, host, operate, maintain or otherwise participate in a co-branded career center or a co-branded equipment listing Site with a Pulp and Paper Online Competitor or license a PaperExchange Link for use or display on any Pulp and Paper Online Competitor's Site.",PaperexchangeComInc_20000322_S-1A_EX-10.4_5202103_EX-10.4_Co-Branding Agreement.pdf,important
" Upon Sanofi's exercise of the Option, [***] accordingly subject to the license granted to Sanofi under Section 3",RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement.pdf,not_important
"You must pay us a royalty fee (‚ÄúRoyalty‚Äù) equal to six percent (6%) of your Gross Revenues. If by reason of state or other law, we are prohibited from receiving a percentage of certain components of Gross Revenues (including alcoholic-beverage sales), you must pay us an equivalent amount by increasing the Royalty percentage applied to Gross Revenues exclusive of the prohibited components. During any Period that the Marketing Fund (as defined in Section 9.1 [Pizza Fusion Marketing Fund] below) is in effect, you must make a contribution as described in Section 9.1 [Pizza Fusion Marketing Fund] below equal to three percent (3%) of your Gross Revenues for the preceding Period Additionally, during any Period that a Regional Fund (as defined in Section 9.3 [Regional Fund] below) for the area in which your Franchised Business is located is in effect, you must make a contribution as described in Section 9.2 [Local Marketing] below in such amounts as we specify in writing up to two percent (2%) of your Gross Revenues for the preceding Period; in addition, you may be required to contribute to a Regional Fund up to an additional two percent (2%) of Gross Revenues of your Franchised Business if the members of that Regional Fund vote to increase the total contribution, as provided in Section 9.3.5 [Regional Fund] below. A majority of the Restaurant owners in the Regional Fund may vote to increase the amount of each Restaurant owner‚Äôs Regional Fund contribution by up to an additional two percent (2%) of each Restaurant‚Äôs Gross Revenues.",PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1.pdf,important
"[For Mandatory Tenders] (i) A purchaser or purchasers have been identified for the purchase of all of the VRRM- MFP Shares on the Remarketing Date. (ii) Number of VRRM-MFP Shares sold, subject to settlement: . (iii) The Remarketing Date will be: . (iv) The Regular Dividend Rate to be applicable to the VRRM-MFP Shares on the Remarketing Date will be: . (v) All VRRM-MFP Shares will be subject to mandatory tender for purchase on the Remarketing Date at a Purchase Price per VRRM-MFP Share of: .",NUVEEN - REMARKETING AGREEMENT.pdf,not_important
"In addition to payments due North by Company as set forth in paragraphs 7.a. above, Company further agrees to pay North  a one percent (1%) royalty on all Gross Revenue generated from the sale of all Company Products (herein ‚ÄúRoyalties‚Äù).",PerformanceSportsBrandsInc_20110909_S-1_EX-10.10_7220214_EX-10.10_Endorsement Agreement.pdf,important
1s t day of October 2008,SteelVaultCorp_20081224_10-K_EX-10.16_3074935_EX-10.16_Affiliate Agreement.pdf,important
"consents and waivers as (i) would not reasonably be expected to have a Material Adverse Effect, (ii) may relate to the Original Remarketing  Agreement, (iii) would not prohibit or adversely affect the Remarketing of the Remarketing Securities or (iv) have been obtained.","Reinsurance Group of America, Incorporated - A_R REMARKETING  AGREEMENT.pdf",not_important
" If the Parties are unable to agree on a new Principal Investigator or if the new Principal Investigator is unwilling to agree to the terms and conditions of this Agreement and the relevant Study Order, either Party shall be entitled to terminate the respective Study Order in accordance with Section 8",ADAPTIMMUNETHERAPEUTICSPLC_04_06_2017-EX-10.11-STRATEGIC ALLIANCE AGREEMENT.pdf,not_important
" This Agreement may not be assigned by either party without the prior written consent of the other party, except that, without such consent, (i) Company may make an assignment of this Agreement as collateral security in favor of its lenders, and (ii) the Company may assign this Agreement to a purchaser of all or substantially all of the assets of the Company's business related to the Products",CCAINDUSTRIESINC_04_14_2014-EX-10.1-OUTSOURCING AGREEMENT.pdf,not_important
2019-07-03 00:00:00,BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing Agreement4.pdf,important
"Subject to the terms and conditions of this Agreement, Company hereby grants to MA the right to advertise, market and sell to corporate users, government agencies and educational facilities (“Clients”) for their own internal language learning, soft skills and communication purposes only, and not for remarketing or redistribution, and not for use in a data center environment for multiple users Clients, unless otherwise agreed to by Company prior in writing, the Technology listed in Schedule A of this Agreement, and to sell and/or bundle Technology Maintenance for the Technology and to provide first line technical support and implementation services for the Technology in the territories listed in Schedule A of this Agreement, providing MA meets the criteria required for delivering services according to Schedule A. Company hereby grants MA, during the term of this Agreement, the right to use Company and/or Company trade names, trademarks or service marks on Technology or in advertising or promotion relating directly to these products. MA is authorized to resell Technology within the following territory according to the terms of the Agreement:  Worldwide",CybergyHoldingsInc_20140520_10-Q_EX-10.27_8605784_EX-10.27_Affiliate Agreement.pdf,important
CO-PROMOTION AGREEMENT,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.pdf,important
" Subject to the terms and conditions of this          Agreement, Changepoint grants to Corio a nonexclusive, nontransferable          (except in accordance with Section 14",CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT.pdf,not_important
"If no termination notice is provided, the Agreement will be automatically extended for consecutive *** periods until such time as *** termination notice is provided. At the end of *** Parties will negotiate in good faith regarding a possible extension of the Initial Term. Parties can mutually agree in writing to deviate from an automatic extension of *** by extending this Agreement for a longer period than ***.",PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement.pdf,important
"  shall have the right, not to be unreasonably exercised, to terminate its obligations under Sections 7.1 and 7.2.   ARTICLE 8 REGULATORY MATTERS   8.1 Governmental Authorities. GSK shall be solely responsible for communicating with Governmental Authorities and will keep Theravance informed, through the Joint Project Committee and Joint Steering Committee, of any significant issue or issues arising therefrom.   8.2 Filings. GSK shall also be solely responsible for filing drug approval applications for Collaboration Products and will use Diligent Efforts in seeking appropriate approvals in those Countries of the Territory for Collaboration Products as GSK reasonably determines and sees fit. Such regulatory documents for each filing shall be centralized and held at the offices of GSK. Theravance shall provide such reasonable assistance as may be required by GSK where liaison between the Parties is, or may be, necessary to enable GSK to fulfill its responsibilities hereunder. GSK shall be responsible for maintaining the Approvals obtained under this Section and shall solely own all such Approvals in the Territory. GSK shall be fully responsible for bearing all costs and expense associated with undertaking and completing said registration activities in the Territory, including but not limited to the costs of preparing and prosecuting applications for such Approvals and fees payable to regulatory agencies in obtaining and maintaining same.   8.3 Exchange of Drug Safety Information. Subject to the second sentence of this Section 8.3, GSK shall be responsible for recording, investigating, summarizing, notifying, reporting and reviewing all Adverse Drug Experiences in accordance with Law and shall require that its Affiliates (i) adhere to all requirements of applicable Laws which relate to the reporting and investigation of Adverse Drug Experiences, and (ii) keep the Joint Project Committee apprised on a regular basis of such matters arising therefrom. The foregoing shall be subject to any of Theravance's own clinical safety obligations mandated by Law as a result of its ongoing Development activity related to TD-3327 (as such activity is more specifically referred to in Article 4) and, in acknowledgement of this, it is thereby contemplated that the Parties' respective clinical safety groups may need to discuss and agree, at the appropriate time after the Effective Date, appropriate safety data exchange procedures related to same.   8.4 Recalls or Other Corrective Action. Each Party shall, as soon as practicable, notify the other Party of any recall information received by it in sufficient detail to allow the Parties to comply with any and all applicable Laws. GSK shall promptly notify Theravance of any material actions to be taken by GSK with respect to any recall or market withdrawal or other corrective action related to a Collaboration Product prior to such action to permit Theravance a reasonable opportunity to consult with GSK with respect thereto. All costs and expenses with respect to a recall, market withdrawal or other corrective action shall be borne by GSK unless such recall, market withdrawal or other corrective action was due solely to the negligence, willful misconduct or breach of this Agreement by Theravance. GSK shall have sole responsibility for and shall make all decisions with respect to any recall, market withdrawals or any other corrective action related to the Collaboration Products.   8.5 Events Affecting Integrity or Reputation. During the Term, the Parties shall notify each other immediately of any circumstances of which they are aware and which could impair the integrity and reputation of the Collaboration Products or if a Party is threatened by the   29","INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.pdf",not_important
"1st day of January, 2009,",FerroglobePlc_20150624_F-4A_EX-10.20_9154746_EX-10.20_Outsourcing Agreement.pdf,important
"Kubient, Inc. ""Kubient"" The Associated Press ""Customer""","KUBIENT,INC_07_02_2020-EX-10.14-MASTER SERVICES AGREEMENT_Part2.pdf",important
"Oceanic Time Warner Cable will use the content solely on channel 777, the Las Vegas channel. Watchit shall have the exclusive right to sell third party advertising as sponsors of their content and will have the right to brand the content under the Watchit brand and place a “bug” on the screen identifying the content with a Watchit trademark.",WatchitMediaInc_20061201_8-K_EX-10.1_4148672_EX-10.1_Content License Agreement.pdf,important
" (The services described in this paragraph shall be referred to in this Exhibit G as the ""POS Services","IPAYMENT,INC_05_14_2007-EX-10.1-SPONSORSHIP AGREEMENT.pdf",not_important
"Customer shall have the right to terminate any Scope of Work and corresponding Purchase Order for Services at any time on reasonable advance written notice to Supplier (without terminating this Agreement), in which case Customer shall be responsible for:  [* * *]",ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement.pdf,important
"    In the event that CARDAX reasonably determines that, with Commercially Reasonable Efforts by the Parties, the development of a Product is not feasible due to any legal, or technical developments with respect to the Product, including but not limited to conflicts of Intellectual Property Rights; withdrawal of a Product by a major regulatory agency for safety or efficacy reasons; or inability of the Parties to produce a Product that passes FDA required biostudies, in which such developments make the Product nonviable or that the Product is not acceptable to any applicable Marketer, then, CARDAX may elect to discontinue the development of the Product and terminate this Agreement.   10.5 Termination for Force Majeure. Neither Party shall be liable to the other for default or delay in the performance of any of its obligations under this Agreement if such default or delay shall be caused directly or indirectly by accident, fire, flood, riot, war, terrorism, act of God, embargo, strike, failure or delay of normal source of supply of materials, or delay of carriers, equipment failure or complete or partial shutdown of plant by any of the foregoing causes or other causes beyond its reasonable control, including FDA action (""Force Majeure"").   10.6 No Waiver. The failure of either Party to terminate this Agreement by reason of the breach of any of its provisions by the other Party shall not be construed as a waiver of the rights or remedies available for any subsequent breach of the terms and provisions of this Agreement.   10.7 Property. In the event of termination of this Agreement for whatever cause, in addition to the other obligations of the Parties hereunder, each Party shall return to the other Party or to the other Party's designee no later than thirty (30) days after the effective date of termination all of such other Party's property, including all proprietary information, in its possession, except to the extent required to be retained by law or to comply with such Party's continuing obligations hereunder.   10.8 Survival. The provisions of Sections 3.6, 4, 6, 8, 9 and 11 shall survive any termination of this Agreement.   Section 11   Miscellaneous   11.1 Dispute Resolution. This Agreement shall be governed by and interpreted in accordance under the laws of the State of New York. Any dispute, controversy or claim arising out of this Agreement, or the breach, termination or invalidity thereof, shall be discussed between the senior management of the Parties who will attempt to resolve the matter amicably. Any disputes which cannot be resolved in this way within sixty (60) days of one Party notifying the other of the existence of a dispute shall be finally settled before JAMS in accordance with the expedited arbitration procedures of JAMS. The arbitration shall be conducted in English in New York, New York, USA. The costs of the arbitration payable to JAMS shall be funded equally by the parties, provided that the prevailing party shall be reimbursed for such costs and expenses and its own actual out of pocket costs   CERTAIN PORTIONS OF THIS EXHIBIT HAVE BEEN OMITTED PURSUANT TO A REQUEST FOR CONFIDENTIAL TREATMENT UNDER RULE 24B-2 UNDER THE SECURITIES EXCHANGE ACT OF 1934. OMISSIONS ARE DESIGNATED [***]. A COMPLETE VERSION OF THIS EXHIBIT HAS BEEN FILED SEPARATELY WITH THE SECURITIES AND EXCHANGE COMMISSION. 16","CARDAX,INC_08_19_2014-EX-10.1-COLLABORATION AGREEMENT.pdf",not_important
"Vendor hereby grants and promises to grant and have granted to AT&T and its Affiliates a royalty-free, nonexclusive, sublicensable, assignable, transferable, irrevocable, perpetual, world- wide license in and to any applicable Intellectual Property Rights of Vendor to use, copy, modify, distribute, display, perform, import, make, sell, offer to sell, and exploit (and have others do any of the foregoing on or for AT&T’s or any of its customers’ behalf or benefit) any Intellectual Property Rights of Vendor or any third party that are not included in Material or Paid-For Development but necessary to operate the Cell Sites or receive the full benefit of the Work.",AtnInternationalInc_20191108_10-Q_EX-10.1_11878541_EX-10.1_Maintenance Agreement.pdf,important
